59585.71991898148 2.3167355 0.0062232073
59585.71778935185 2.3201237 0.006250752
59585.71246527778 2.3174562 0.0063099484
59585.71140046296 2.3160079 0.006294858
59585.71885416667 2.3149154 0.0062271375
59585.709189814814 2.3246057 0.006392505
59585.71565972222 2.313389 0.0062451507
59585.714594907404 2.329217 0.0062748953
59585.71672453704 2.319442 0.006262462
59585.713530092595 2.32637 0.006260379
59585.710335648146 2.3182511 0.006308702
59585.82929398148 2.3486526 0.0067848843
59585.73054398148 2.327815 0.0061105634
59585.729479166665 2.325576 0.0061456086
59585.833553240744 2.344874 0.007050254
59585.8612037037 2.3178144 0.009132157
59586.1202662037 2.3168488 0.006604715
59585.728414351855 2.317043 0.006123267
59585.82929398148 2.3486526 0.0067848843
59585.833553240744 2.344874 0.007050254
59585.8612037037 2.3178144 0.009132157
59586.1202662037 2.3168488 0.006604715
59586.12133101852 2.317343 0.00662214
59585.860138888886 2.3167348 0.00905757
59586.123460648145 2.3298085 0.006711326
59586.11920138889 2.3221445 0.0065939925
59586.12452546296 2.3236961 0.006710207
59585.864386574074 2.3152382 0.009220482
59585.863333333335 2.3145971 0.0091722
59585.9796875 2.4130223 0.0055378038
59585.86226851852 2.3208244 0.009183499
59585.85907407408 2.3206656 0.009013616
59586.1128125 2.3080487 0.0063938224
59586.122395833336 2.3178396 0.006633062
59586.11068287037 2.32004 0.0063932873
59585.85482638889 2.323594 0.00874338
59586.109618055554 2.3081427 0.006324645
59585.85800925926 2.3246422 0.00899233
59586.11174768519 2.3081026 0.0063539986
59640.88056712963 2.445422 0.0069335327
59640.91436342592 2.3742878 0.006957854
59640.846724537034 2.4319925 0.0065238266
59640.93126157407 2.343749 0.007093692
59640.969293981485 2.3262303 0.009789052
59640.86153935185 2.446504 0.0068279617
59640.84989583334 2.4457934 0.0066578947
59640.889016203706 2.4449399 0.0070698927
59640.90697916667 2.3936625 0.0069838427
59640.868946759256 2.4411044 0.0069108866
59640.95872685185 2.3193173 0.008318751
59640.9344212963 2.3386338 0.0071358155
59640.85836805555 2.4561942 0.0068292245
59640.805497685185 2.3462117 0.0059807114
59640.949224537035 2.319391 0.007820819
59640.96612268518 2.3088875 0.010155733
59640.84778935185 2.4337149 0.006571209
59640.93653935185 2.335991 0.0071778987
59640.912256944444 2.3818555 0.0069948994
59640.94710648148 2.3213336 0.007878379
59640.904861111114 2.397845 0.006994461
59640.950277777774 2.3061001 0.0078073954
59640.920694444445 2.3536859 0.006931201
59640.95238425926 2.3224745 0.0083554275
59640.76532407408 2.3392918 0.0059462325
59640.862592592595 2.4460585 0.0068531265
59640.83614583333 2.409846 0.0063617327
59640.95344907408 2.3122475 0.0082727885
59640.96295138889 2.3249714 0.00994053
59640.90380787037 2.3994555 0.006995817
59640.80761574074 2.343142 0.0059713074
59640.91541666666 2.3698964 0.0069667376
59640.87422453704 2.4450326 0.0069335364
59640.9640162037 2.321845 0.01012551
59640.8953587963 2.4287856 0.007063893
59640.93971064815 2.3319466 0.007389613
59640.83403935185 2.4041657 0.00634743
59640.86788194445 2.4522448 0.006954493
59640.85518518519 2.4548178 0.006798031
59640.95978009259 2.3348792 0.008442942
